osmid,x,y,total_CYD
5718334231,-81.9480386,26.4505382,0.0
5718334232,-81.9484915,26.4503472,0.0
5718334233,-81.9480385,26.4501975,0.0
5718334234,-81.9484942,26.4505228,0.0
5718334235,-81.9480386,26.4503786,0.0
5718334236,-81.9480386,26.4502989,0.0
5718334237,-81.9476785,26.450295,0.0
5718334238,-81.9476039,26.4503822,0.0
5718334374,-81.9458471,26.4489497,0.0
5718334376,-81.9458401,26.4497559,0.0
5718334399,-81.9464328,26.4492884,0.0
5718334400,-81.9460981,26.4492847,0.0
5720560890,-81.9403241,26.4488972,0.0
5720560893,-81.9401476,26.4488359,0.0
5720786974,-81.9488979,26.4508312,0.0
5720786975,-81.9489236,26.4521651,0.0
5720786977,-81.9494978,26.451023,0.0
5720786978,-81.9495181,26.4527968,0.0
