fid,Load_Date,fldDebrisC,Pile_Latit,Pile_Longi
489,12/19/2022,C and D,26.4608934472,-81.9469051051
490,12/16/2022,Dirty Sand Soil,26.4270096,-81.9097944
491,10/23/2022,C and D,26.4155868,-81.9009653
492,12/20/2022,C and D,26.461250704,-81.950416655
493,12/12/2022,C and D,26.449661,-81.9458071
494,01/10/2023,C and D,26.4308676,-81.9132788
495,10/21/2022,Dirty Sand Soil,26.4514508,-81.9512836
496,12/07/2022,C and D,26.4613155,-81.9521843
497,12/07/2022,C and D,26.4613221,-81.9521879
498,12/05/2022,C and D,26.4649675,-81.9550571
499,12/10/2022,C and D,26.4105486,-81.8989597
500,11/01/2022,Dirty Sand Soil,26.404866,-81.8858145
501,12/06/2022,C and D,26.4340033382,-81.9175394811
502,11/18/2022,C and D,26.452527398,-81.9547640456
503,11/18/2022,C and D,26.4309894,-81.9139717
504,11/17/2022,C and D,26.4399203332,-81.92630318
505,11/15/2022,C and D,26.4328855,-81.9163026
506,10/13/2022,C and D,26.4481143405,-81.9410630486
507,11/22/2022,C and D,26.4269481646,-81.9097586443
508,12/02/2022,HHW to DMS,26.4624013409,-81.9512064848
509,12/02/2022,HHW to DMS,26.4588335783,-81.9480778595
510,11/16/2022,C and D,26.4499260685,-81.9460906292
511,01/03/2023,C and D,26.4507993,-81.9489335
512,02/08/2023,C and D,26.432009032,-81.9150948991
513,10/25/2022,C and D,26.4288224839,-81.9116553851
514,02/05/2023,C and D,26.4445095,-81.9346954
515,02/25/2023,C and D,26.4312483743,-81.9141971973
516,12/13/2022,C and D,26.4581122065,-81.939819658
517,10/15/2022,C and D,26.4496579153,-81.9458187569
518,11/26/2022,C and D,26.4336903161,-81.9172053785
519,11/15/2022,C and D,26.4255734646,-81.9078770329
520,12/18/2022,Dirty Sand Soil,26.4369609,-81.9216747
521,10/06/2022,C and D,26.4638864,-81.9541364
522,10/06/2022,C and D,26.4637319,-81.9541866
523,12/17/2022,C and D,26.4475989889,-81.9401946707
524,11/18/2022,C and D,26.4415563922,-81.9291242496
525,11/09/2022,C and D,26.4254418687,-81.9077914804
526,11/13/2022,C and D,26.4105664956,-81.8989263631
527,11/08/2022,C and D,26.4171792,-81.9015971
528,01/12/2023,C and D,26.4438933,-81.9334403
529,11/07/2022,C and D,26.4436330257,-81.932977384
530,11/21/2022,C and D,26.4441225,-81.9332709
531,12/04/2022,C and D,26.434649,-81.9186315
532,10/31/2022,Dirty Sand Soil,26.4212159,-81.9034799
533,12/12/2022,C and D,26.4591904586,-81.9403291689
534,12/15/2022,C and D,26.4643929,-81.9542957
535,10/17/2022,C and D,26.4305933352,-81.9134609295
536,10/23/2022,Clean Sand Soil,26.4526101,-81.954605
537,10/29/2022,C and D,26.4630875627,-81.9485796469
538,11/16/2022,C and D,26.4381870874,-81.9234092784
539,11/22/2022,C and D,26.4591659,-81.9417626
540,10/11/2022,C and D,26.4655354,-81.9553774
541,02/14/2023,C and D,26.4058852,-81.8948379
542,02/27/2023,C and D,26.4319602,-81.9151305
543,11/05/2022,C and D,26.418005093,-81.9018230774
544,11/04/2022,C and D,26.4358209,-81.9199328
545,10/15/2022,C and D,26.4496632418,-81.9457281821
546,01/06/2023,C and D,26.4477512366,-81.9402034063
547,10/27/2022,C and D,26.4066015138,-81.8955540844
548,01/14/2023,C and D,26.4506458,-81.9485397
549,10/15/2022,C and D,26.4494488808,-81.9446481486
550,11/05/2022,C and D,26.4623523914,-81.9485982964
551,10/25/2022,C and D,26.4607675457,-81.9537984957
552,01/05/2023,Clean Sand Soil,26.436588,-81.9222033
553,02/05/2023,C and D,26.4447561,-81.9353693
554,10/05/2022,C and D,26.4627253589,-81.9540563206
555,01/08/2023,C and D,26.4303354,-81.9132142
556,11/05/2022,C and D,26.4048053847,-81.8843589416
557,02/27/2023,C and D,26.4051285,-81.8934452
558,11/21/2022,C and D,26.4046064,-81.8917632
559,10/19/2022,C and D,26.4309948175,-81.9139154412
560,01/13/2023,C and D,26.4640515732,-81.9486600232
561,02/11/2023,C and D,26.4356278,-81.9196844
562,11/06/2022,C and D,26.4609294897,-81.9477748499
563,10/22/2022,C and D,26.4254534415,-81.9073959707
564,11/03/2022,C and D,26.4254749253,-81.9070149978
565,01/09/2023,Clean Sand Soil,26.4364628,-81.9222979
566,10/13/2022,C and D,26.4161273821,-81.9011134791
567,10/17/2022,C and D,26.4057282309,-81.894559442
568,03/11/2023,C and D,26.4064581,-81.8953
569,01/22/2023,Compact CD,26.448007,-81.9405707
570,10/30/2022,C and D,26.404684363,-81.8861664367
571,10/17/2022,Clean Sand Soil,26.4525544,-81.9546719
572,01/20/2023,C and D,26.4440363,-81.9337139
573,10/31/2022,Dirty Sand Soil,26.4146655,-81.9006162
574,11/13/2022,C and D,26.4043214266,-81.8873215468
575,01/14/2023,C and D,26.4590537794,-81.9484239835
576,11/28/2022,C and D,26.4481865,-81.9411666
577,11/21/2022,C and D,26.4588256,-81.9425835
578,12/16/2022,C and D,26.4198744,-81.9027084
579,11/17/2022,C and D,26.4524752507,-81.9546802808
580,10/21/2022,Dirty Sand Soil,26.4515791,-81.951337
581,12/14/2022,C and D,26.4057226712,-81.894214321
582,02/09/2023,Concrete to FDS,26.4482222,-81.9402553
583,11/11/2022,C and D,26.425647803,-81.9081484128
584,10/07/2022,C and D,26.465104,-81.9550558
585,10/22/2022,Dirty Sand Soil,26.4350999,-81.9190263
586,11/06/2022,C and D,26.406148114,-81.8949389603
587,10/22/2022,Dirty Sand Soil,26.4315056,-81.9144407
588,10/15/2022,Dirty Sand Soil,26.4492944322,-81.9443793624
589,10/16/2022,Dirty Sand Soil,26.4356046,-81.9198499
590,11/02/2022,C and D,26.4274803,-81.9102904
591,05/02/2023,C and D,26.4323159,-81.9154077
592,11/30/2022,C and D,26.4255471,-81.9078785
593,11/13/2022,C and D,26.4509977737,-81.9494200363
594,10/20/2022,C and D,26.4179861,-81.9018399
595,05/02/2023,C and D,26.4047163,-81.8861793
596,10/14/2022,C and D,26.4521352583,-81.9531368038
597,12/07/2022,C and D,26.4340126,-81.9174635
598,11/18/2022,C and D,26.4255895292,-81.9079664904
599,11/17/2022,C and D,26.4526042621,-81.9547459812
600,12/06/2022,C and D,26.4340545911,-81.9174516253
601,11/06/2022,C and D,26.4418213,-81.9294815
602,02/04/2023,C and D,26.4365948,-81.9210109
603,11/13/2022,C and D,26.4044753,-81.8900392
604,01/17/2023,HHW to DMS,26.4580126119,-81.9430257962
605,12/10/2022,C and D,26.4355516853,-81.9199615997
606,12/08/2022,C and D,26.4584704843,-81.9409720224
607,01/17/2023,C and D,26.4594477981,-81.9426349689
608,10/27/2022,C and D,26.4044774506,-81.8915218499
609,01/25/2023,C and D,26.4597013643,-81.9464748837
610,11/04/2022,C and D,26.4307105,-81.9135988
611,02/11/2023,C and D,26.4171714,-81.9014265
612,11/04/2022,C and D,26.4255489391,-81.9078424134
613,03/15/2023,C and D,26.458368862,-81.94173163
614,12/13/2022,Dirty Sand Soil,26.4527201,-81.9546786
615,10/27/2022,C and D,26.4044380607,-81.887251474
616,10/31/2022,C and D,26.4498647,-81.9464286
617,12/01/2022,Vegetation,26.4357758639,-81.9197317108
618,11/06/2022,C and D,26.4286695,-81.9115915
619,11/19/2022,C and D,26.4291727,-81.912121
620,11/07/2022,C and D,26.4063034533,-81.8953270187
621,10/30/2022,C and D,26.465420262,-81.9540876803
622,10/19/2022,Dirty Sand Soil,26.4514481,-81.9512417
623,11/04/2022,C and D,26.451297,-81.9504013
624,11/03/2022,Dirty Sand Soil,26.4291203,-81.9120014
625,12/08/2022,C and D,26.435761652,-81.9200331812
626,02/05/2023,C and D,26.4443644,-81.9345007
627,12/08/2022,Dirty Sand Soil,26.4048302,-81.8921623
628,11/16/2022,C and D,26.4611481,-81.9538928
629,12/06/2022,C and D,26.4652597,-81.9552852
630,10/13/2022,C and D,26.4478745991,-81.9407996715
631,11/15/2022,C and D,26.4383911991,-81.9234085144
632,10/22/2022,Dirty Sand Soil,26.431532,-81.9144753
633,12/01/2022,C and D,26.4646393074,-81.9529053841
634,11/06/2022,C and D,26.4287173,-81.911616
635,10/12/2022,C and D,26.4049189207,-81.8922599167
636,10/31/2022,C and D,26.4171162,-81.9015725
637,10/22/2022,Dirty Sand Soil,26.4292308,-81.912055
638,11/08/2022,C and D,26.4253113,-81.9069189
639,12/19/2022,C and D,26.4613661823,-81.9469843053
640,12/18/2022,C and D,26.4606548274,-81.9462808028
641,12/11/2022,C and D,26.4640641925,-81.9476424721
642,12/01/2022,C and D,26.4431074,-81.931678
643,12/01/2022,C and D,26.464785,-81.9504317
644,10/12/2022,Dirty Sand Soil,26.4489395,-81.9433701
645,11/05/2022,C and D,26.4180445718,-81.9018736203
646,02/20/2023,C and D,26.4664250937,-81.9557694243
647,12/14/2022,C and D,26.4591617988,-81.9417710024
648,10/30/2022,C and D,26.4659189014,-81.9552111906
649,11/28/2022,C and D,26.4607318,-81.9482069
650,10/30/2022,C and D,26.423411672,-81.9050261379
651,10/24/2022,C and D,26.4495496965,-81.9448788913
652,02/23/2023,C and D,26.4288694136,-81.9118247425
653,11/30/2022,C and D,26.463590919,-81.954202565
654,11/09/2022,C and D,26.4147164,-81.9006827
655,11/02/2022,C and D,26.4066321496,-81.8957207166
656,01/10/2023,C and D,26.4295523,-81.9123935
657,10/17/2022,C and D,26.4312780195,-81.9143313952
658,11/05/2022,C and D,26.4255454447,-81.9080121955
659,10/11/2022,C and D,26.4656211,-81.9554157
660,11/13/2022,C and D,26.4172023,-81.9015182
661,11/13/2022,C and D,26.445006351,-81.9354078646
662,10/30/2022,C and D,26.4273398525,-81.9100937525
663,11/20/2022,C and D,26.4351919699,-81.9191619606
664,11/03/2022,C and D,26.404638472,-81.8916233071
665,11/11/2022,C and D,26.4413462626,-81.9288343471
666,12/04/2022,C and D,26.4412802132,-81.9289553818
667,01/22/2023,Compact CD,26.4483487,-81.9406067
668,10/17/2022,C and D,26.4656634813,-81.9542528914
669,10/31/2022,C and D,26.4175074175,-81.9017396775
670,12/17/2022,C and D,26.4610204334,-81.9538147655
671,10/25/2022,C and D,26.4478879721,-81.9403789433
672,11/13/2022,C and D,26.421474,-81.9037936
673,12/07/2022,C and D,26.458318,-81.9408074
674,12/13/2022,Dirty Sand Soil,26.4525624,-81.9544593
675,11/01/2022,C and D,26.4111646706,-81.8993558043
676,12/08/2022,C and D,26.4657135467,-81.9555293555
677,11/18/2022,C and D,26.4309422,-81.913958
678,12/15/2022,C and D,26.4340899652,-81.917885067
679,12/05/2022,C and D,26.4486790868,-81.9429943991
680,10/17/2022,C and D,26.409236676,-81.8981715362
681,02/02/2023,Concrete,26.4598047,-81.9416163
682,12/07/2022,C and D,26.4338298,-81.9178137
683,01/03/2023,Dirty Sand Soil,26.4175964,-81.9016771
684,11/07/2022,C and D,26.4326614,-81.9156589
685,11/28/2022,C and D,26.4482772,-81.9414668
686,10/31/2022,C and D,26.4500076,-81.9468717
687,01/20/2023,Compact CD,26.4483629,-81.9403749
688,02/09/2023,Dirty Sand Soil,26.440925,-81.928076
689,10/15/2022,C and D,26.4048428646,-81.8845256124
690,11/04/2022,C and D,26.4046160675,-81.8863783743
691,10/12/2022,C and D,26.4089215517,-81.8977602812
692,10/31/2022,C and D,26.4603069239,-81.9473804814
693,10/31/2022,Dirty Sand Soil,26.4116753,-81.8994577
694,11/29/2022,C and D,26.4329517,-81.916085
695,11/11/2022,C and D,26.4406372793,-81.9276086614
696,10/09/2022,C and D,26.4653794,-81.9552741
697,02/11/2023,C and D,26.4602902,-81.9473974
698,12/08/2022,C and D,26.4608325111,-81.9523207751
699,11/19/2022,C and D,26.4322359,-81.915464
700,11/21/2022,C and D,26.4584681,-81.9416956
701,11/11/2022,C and D,26.4200423005,-81.9025913893
702,12/09/2022,C and D,26.4587009358,-81.9409468122
703,01/14/2023,C and D,26.4581909473,-81.9394374242
704,03/17/2023,C and D,26.462894252,-81.9511657808
705,11/08/2022,C and D,26.425621121,-81.9082055347
706,10/16/2022,C and D,26.4508617,-81.9486836
707,10/23/2022,Clean Sand Soil,26.4525769,-81.9546297
708,12/11/2022,C and D,26.4616595582,-81.947743759
709,12/12/2022,C and D,26.4049208164,-81.8926937599
710,11/12/2022,C and D,26.4608857781,-81.9525526185
711,05/01/2023,Vegetation,26.4208809,-81.9034787
712,11/05/2022,C and D,26.4048039308,-81.884650318
713,01/06/2023,C and D,26.4303833,-81.913198
714,12/04/2022,C and D,26.4655814,-81.9546727
715,12/09/2022,Vegetation,26.4165617,-81.9018318
716,01/12/2023,C and D,26.4508226,-81.9490451
717,12/02/2022,C and D,26.4256895,-81.9081939
718,12/12/2022,C and D,26.4202370808,-81.9029635063
719,11/09/2022,C and D,26.4524955768,-81.9546423946
720,10/22/2022,C and D,26.4217176,-81.9039043
721,11/15/2022,C and D,26.4614296,-81.9538824
722,11/21/2022,Vegetation,26.4274183,-81.9101451
723,02/27/2023,Concrete to FDS,26.4485954,-81.9403602
724,12/14/2022,C and D,26.4593039871,-81.9416295166
725,01/15/2023,C and D,26.4477081,-81.9402078
726,12/18/2022,C and D,26.4640977294,-81.9469404012
727,01/12/2023,C and D,26.4429595,-81.9318291
728,02/07/2023,C and D,26.4370648,-81.9218521
729,10/31/2022,C and D,26.418300136,-81.9020264224
730,01/20/2023,C and D,26.4116948,-81.8995776
731,11/13/2022,C and D,26.4172794152,-81.9013833594
732,10/15/2022,Dirty Sand Soil,26.4492648,-81.9442352
733,11/21/2022,C and D,26.4365782,-81.920964
734,10/31/2022,C and D,26.4499918,-81.9465655
735,12/15/2022,C and D,26.4618945,-81.9534328
736,12/10/2022,C and D,26.4104633,-81.8988186
737,11/09/2022,C and D,26.4340736,-81.9176722
738,11/21/2022,C and D,26.4440727,-81.9334257
739,10/21/2022,Dirty Sand Soil,26.4508673,-81.9487604
740,02/09/2023,C and D,26.4380153,-81.9228975
741,11/29/2022,C and D,26.42457,-81.9061583
742,11/13/2022,C and D,26.4450004708,-81.9354833148
743,12/05/2022,C and D,26.4051874,-81.8932606
744,10/23/2022,C and D,26.4449998591,-81.9353123988
745,11/09/2022,C and D,26.4256670011,-81.9077262917
746,12/08/2022,C and D,26.4076231732,-81.8966180368
747,10/15/2022,Dirty Sand Soil,26.4492879,-81.9443847
748,10/13/2022,C and D,26.4162552268,-81.9012357275
749,01/07/2023,C and D,26.432723,-81.9158916
750,11/13/2022,C and D,26.4064996317,-81.8953922299
751,10/14/2022,C and D,26.451331854,-81.9502304169
752,11/27/2022,C and D,26.4338627482,-81.917413922
753,12/05/2022,C and D,26.427676,-81.9106229
754,12/05/2022,C and D,26.4291972,-81.9120933
755,01/11/2023,C and D,26.4507311,-81.9487026
756,11/28/2022,C and D,26.4273658,-81.9099953
757,11/03/2022,C and D,26.4485527,-81.9425346
758,12/04/2022,C and D,26.4281719,-81.9111934
759,12/05/2022,C and D,26.4513759641,-81.9504787681
760,11/17/2022,C and D,26.4044814317,-81.8908089926
761,10/28/2022,Clean Sand Soil,26.452674,-81.955277
762,01/06/2023,C and D,26.4303208,-81.9130685
763,12/12/2022,C and D,26.4587676883,-81.9416593702
764,12/10/2022,C and D,26.4594117366,-81.9407036249
765,01/11/2023,C and D,26.4507206,-81.9486547
766,11/06/2022,C and D,26.4220068,-81.9040156
767,11/02/2022,C and D,26.4452194982,-81.9360827655
768,02/26/2023,C and D,26.4599669539,-81.9414443337
769,12/13/2022,Dirty Sand Soil,26.4526457,-81.9545237
770,02/08/2023,C and D,26.4052725444,-81.8933665085
771,10/31/2022,C and D,26.4206051594,-81.9032881503
772,11/14/2022,C and D,26.4330255,-81.9164023
773,11/19/2022,C and D,26.4589785,-81.9416961
774,11/11/2022,C and D,26.4255353958,-81.9081037841
775,11/01/2022,C and D,26.4148502,-81.9007246
776,10/18/2022,C and D,26.4304786537,-81.9132743097
777,11/06/2022,C and D,26.4064882742,-81.8953339756
778,11/08/2022,C and D,26.4057002,-81.8945678
779,12/03/2022,C and D,26.4585007075,-81.9404068754
780,11/06/2022,C and D,26.4175958466,-81.9016868715
781,01/09/2023,HHW to DMS,26.4642680654,-81.9536300036
782,11/30/2022,C and D,26.4427226549,-81.9312682842
783,11/04/2022,C and D,26.451292,-81.9502577
784,10/16/2022,C and D,26.431870989,-81.914867493
785,10/16/2022,C and D,26.4310128428,-81.9139453211
786,11/02/2022,C and D,26.4487401,-81.9431222
787,10/16/2022,Dirty Sand Soil,26.4461103627,-81.9376851821
788,11/21/2022,C and D,26.4047034,-81.8921728
789,10/30/2022,C and D,26.4501113,-81.9471701
790,01/12/2023,C and D,26.4508528,-81.9489453
791,12/01/2022,C and D,26.464747,-81.9505677
792,10/24/2022,Dirty Sand Soil,26.4107145,-81.8991537
793,10/13/2022,C and D,26.4162907007,-81.9010675042
794,12/04/2022,C and D,26.4604005666,-81.9475794319
795,11/19/2022,C and D,26.4044247132,-81.8886587777
796,02/09/2023,C and D,26.4137130889,-81.900168722
797,02/10/2023,C and D,26.4100167202,-81.8988086098
798,11/12/2022,C and D,26.4054688,-81.8940673
799,10/09/2022,C and D,26.4655111,-81.9552642
800,12/06/2022,C and D,26.4591699515,-81.9402578832
801,11/30/2022,C and D,26.4425476619,-81.9309168489
802,12/01/2022,C and D,26.4241173025,-81.9056668506
803,11/18/2022,C and D,26.4036307469,-81.8754831495
804,11/12/2022,C and D,26.4103558015,-81.8987125649
805,11/02/2022,C and D,26.4487974,-81.9430272
806,10/21/2022,Clean Sand Soil,26.4525407,-81.9545784
807,10/22/2022,C and D,26.4287360756,-81.9115919218
808,11/22/2022,C and D,26.4066253,-81.8955726
809,01/14/2023,C and D,26.4591043036,-81.9485330726
810,11/18/2022,C and D,26.4525176536,-81.954727512
811,02/04/2023,C and D,26.4366169,-81.9210294
812,01/10/2023,C and D,26.4303778,-81.9131826
813,11/28/2022,C and D,26.4482239,-81.9412724
814,12/14/2022,C and D,26.4593008287,-81.941597963
815,11/28/2022,C and D,26.4313118082,-81.9141914204
816,11/18/2022,C and D,26.4255664246,-81.9080178329
817,10/23/2022,C and D,26.425401913,-81.9070284908
818,10/18/2022,Dirty Sand Soil,26.4437925,-81.9329795
819,03/15/2023,C and D,26.4587755594,-81.9408855446
820,10/18/2022,C and D,26.4644617,-81.9545219
821,11/29/2022,C and D,26.462449205,-81.9469138137
822,11/21/2022,C and D,26.4044722,-81.8880368
823,11/19/2022,C and D,26.4225740114,-81.9045445662
824,10/13/2022,C and D,26.4155295544,-81.9010782607
825,12/14/2022,C and D,26.4594327049,-81.9417291233
826,01/07/2023,C and D,26.4304356,-81.9132343
827,02/07/2023,C and D,26.4317245,-81.9146043
828,10/17/2022,Dirty Sand Soil,26.4391319,-81.9247172
829,11/01/2022,C and D,26.4525018,-81.9546873
830,05/02/2023,C and D,26.4047064,-81.891229
831,12/09/2022,C and D,26.4577772291,-81.9402803345
832,10/10/2022,Vegetation,26.4479874959,-81.940875454
833,11/16/2022,C and D,26.4328096,-81.9159339
834,11/08/2022,C and D,26.4255084,-81.9080691
835,12/12/2022,C and D,26.4060126177,-81.894630606
836,10/12/2022,C and D,26.464231,-81.9539738
837,11/02/2022,C and D,26.4287329,-81.9115681
838,03/08/2023,C and D,26.4218801,-81.9040424
839,12/07/2022,Dirty Sand Soil,26.4114313,-81.8994423
840,11/13/2022,C and D,26.4328082,-81.9161631
841,12/11/2022,C and D,26.441353,-81.9288932
842,12/03/2022,C and D,26.4098311,-81.8985997
843,11/16/2022,Dirty Sand Soil,26.4225695,-81.9041255
844,12/08/2022,Dirty Sand Soil,26.4075109,-81.8965092
845,12/08/2022,Dirty Sand Soil,26.4066371,-81.8957856
846,11/04/2022,C and D,26.4194503008,-81.9024590124
847,01/09/2023,C and D,26.4595843488,-81.9461779214
848,12/10/2022,C and D,26.4361691193,-81.9203446896
849,11/18/2022,C and D,26.4310087,-81.9140079
850,10/23/2022,C and D,26.415671,-81.9010314
851,01/15/2023,Vegetation,26.4440859,-81.9337948
852,01/25/2023,Compact CD,26.4484085,-81.9405329
853,12/10/2022,C and D,26.4044889,-81.889287
854,02/12/2023,C and D,26.4359938369,-81.9202485292
855,10/10/2022,C and D,26.4431215777,-81.9319245596
856,11/16/2022,C and D,26.4498979438,-81.9459555542
857,10/15/2022,C and D,26.4364383489,-81.9209092467
858,10/18/2022,C and D,26.4304237304,-81.9132975492
859,12/08/2022,Dirty Sand Soil,26.4049542,-81.8926692
860,03/05/2023,Dock Section,26.4610712,-81.9537007
861,12/12/2022,C and D,26.4253810421,-81.9070600905
862,12/12/2022,C and D,26.4043174032,-81.8901663647
863,10/24/2022,C and D,26.4525972493,-81.9548311551
864,03/03/2023,Residual Compact CD,26.4478046,-81.9406659
865,02/03/2023,Dirty Sand Soil,26.4320157,-81.9151706
866,12/12/2022,C and D,26.4582482314,-81.9394867907
867,11/01/2022,C and D,26.4089472,-81.8977945
868,10/24/2022,Dirty Sand Soil,26.4514529,-81.9506365
869,01/16/2023,C and D,26.4395344,-81.9256298
870,11/17/2022,C and D,26.4256309904,-81.9081243408
871,10/23/2022,Clean Sand Soil,26.452556,-81.9545957
872,11/30/2022,C and D,26.434983,-81.9194328
873,12/03/2022,C and D,26.4643697,-81.9543315
874,12/04/2022,C and D,26.4594703915,-81.9403522151
875,11/15/2022,C and D,26.4328855,-81.9163026
876,11/07/2022,C and D,26.4437077381,-81.9332407136
877,12/06/2022,C and D,26.4182733,-81.9025377
878,12/04/2022,Vegetation,26.4344271,-81.9183627
879,02/09/2023,C and D,26.4139901,-81.9002162
880,11/30/2022,C and D,26.4371111,-81.9218206
881,10/31/2022,C and D,26.4173733909,-81.9016649947
882,02/14/2023,C and D,26.4170189,-81.9015734
883,01/05/2023,Clean Sand Soil,26.4365843,-81.9222998
884,10/18/2022,Dirty Sand Soil,26.4354781,-81.9194739
885,12/08/2022,C and D,26.4607847762,-81.9464150902
886,12/01/2022,C and D,26.4241965,-81.9058541
887,11/29/2022,C and D,26.4242886,-81.9058738
888,10/31/2022,C and D,26.4288639147,-81.9115948257
889,10/11/2022,C and D,26.4160185,-81.9011515
890,10/19/2022,Clean Sand Soil,26.4525659,-81.9545961
891,12/04/2022,C and D,26.4594644689,-81.9403997174
892,01/14/2023,C and D,26.4609101012,-81.946353749
893,10/25/2022,C and D,26.4601700286,-81.9536537178
894,11/21/2022,C and D,26.436116,-81.9206052
895,11/12/2022,C and D,26.4390965598,-81.925121164
896,11/29/2022,C and D,26.4243132,-81.9057597
897,10/27/2022,C and D,26.4045829,-81.8865841069
898,12/12/2022,C and D,26.4310794,-81.9139424
899,12/12/2022,C and D,26.4322334,-81.9153715
900,11/18/2022,C and D,26.4037488168,-81.8753616606
901,11/14/2022,C and D,26.435056692,-81.9189616387
902,01/14/2023,C and D,26.4507731,-81.9488919
903,02/10/2023,C and D,26.4071438648,-81.8964139
