WKT,fid,osmid,y,x,street_count,highway,ref
"POINT (-81.9465412 26.4492027)",1315,3547654561,26.4492027,-81.9465412,1,,
"POINT (-81.9472753 26.4495134)",1316,3547654562,26.4495134,-81.9472753,1,,
"POINT (-81.9469283 26.4498173)",1317,3547654565,26.4498173,-81.9469283,1,,
"POINT (-81.9460874 26.4498438)",1318,3547654566,26.4498438,-81.9460874,3,,
"POINT (-81.9468958 26.4499305)",1319,3547654567,26.4499305,-81.9468958,4,,
"POINT (-81.9468436 26.4501123)",1320,3547654570,26.4501123,-81.9468436,3,,
"POINT (-81.9618417 26.456895)",1321,3712398263,26.456895,-81.9618417,1,,
"POINT (-81.9612153 26.4573919)",1322,3712398266,26.4573919,-81.9612153,3,,
"POINT (-81.9554757 26.4529244)",1323,4277693469,26.4529244,-81.9554757,3,,
"POINT (-81.9549106 26.4527849)",1324,4277696826,26.4527849,-81.9549106,3,,
"POINT (-81.9550734 26.4528249)",1325,4277696828,26.4528249,-81.9550734,4,,
"POINT (-81.9553508 26.4537887)",1326,4277774325,26.4537887,-81.9553508,1,,
"POINT (-81.9556714 26.4540841)",1327,4277774326,26.4540841,-81.9556714,4,,
"POINT (-81.9551993 26.4541753)",1328,4277774328,26.4541753,-81.9551993,1,,
"POINT (-81.9553964 26.4541976)",1329,4277774329,26.4541976,-81.9553964,3,,
"POINT (-81.9555078 26.4541093)",1330,4277774346,26.4541093,-81.9555078,3,,
"POINT (-81.9555061 26.4546386)",1331,4277774354,26.4546386,-81.9555061,3,,
"POINT (-81.9557787 26.4541357)",1332,4277774367,26.4541357,-81.9557787,3,,
"POINT (-81.9554943 26.4536338)",1333,4277774369,26.4536338,-81.9554943,1,,
"POINT (-81.955006 26.4546871)",1334,4277774370,26.4546871,-81.955006,3,,
"POINT (-81.9553977 26.4548386)",1335,4277774371,26.4548386,-81.9553977,3,,
"POINT (-81.9555325 26.4541552)",1336,4277774374,26.4541552,-81.9555325,4,,
"POINT (-81.9553906 26.45387)",1337,4277774376,26.45387,-81.9553906,3,,
"POINT (-81.9602306 26.4564156)",1338,5694055621,26.4564156,-81.9602306,3,,
"POINT (-81.9604797 26.4561799)",1339,5694055622,26.4561799,-81.9604797,3,,
"POINT (-81.9297001 26.4447884)",1340,5694073697,26.4447884,-81.9297001,3,,
"POINT (-81.929759 26.4448209)",1341,5694073698,26.4448209,-81.929759,3,,
"POINT (-81.9601795 26.456219)",1342,5694077510,26.456219,-81.9601795,1,,
"POINT (-81.9603605 26.4560613)",1343,5694077511,26.4560613,-81.9603605,3,,
"POINT (-81.9600593 26.4561047)",1344,5694077512,26.4561047,-81.9600593,1,,
"POINT (-81.9602178 26.4559395)",1345,5694077513,26.4559395,-81.9602178,3,,
"POINT (-81.959977 26.4559507)",1346,5694077514,26.4559507,-81.959977,1,,
"POINT (-81.9600866 26.455844)",1347,5694077515,26.455844,-81.9600866,3,,
"POINT (-81.9606253 26.4560633)",1348,5694077516,26.4560633,-81.9606253,1,,
"POINT (-81.9580144 26.4548736)",1349,5700557920,26.4548736,-81.9580144,3,,
"POINT (-81.9579628 26.4548415)",1350,5700560221,26.4548415,-81.9579628,4,,
"POINT (-81.9575279 26.4545725)",1351,5702366483,26.4545725,-81.9575279,3,,
"POINT (-81.957146 26.4546649)",1352,5702366486,26.4546649,-81.957146,3,,
"POINT (-81.9578215 26.4547546)",1353,5702951036,26.4547546,-81.9578215,3,,
"POINT (-81.9577023 26.4546809)",1354,5702951039,26.4546809,-81.9577023,3,,
"POINT (-81.9582065 26.4543069)",1355,5702951040,26.4543069,-81.9582065,1,,
"POINT (-81.958035 26.4547042)",1356,5702951042,26.4547042,-81.958035,3,,
"POINT (-81.9583657 26.4550769)",1357,5702951044,26.4550769,-81.9583657,3,,
"POINT (-81.9586772 26.4546797)",1358,5702951064,26.4546797,-81.9586772,1,,
"POINT (-81.958439 26.4551233)",1359,5702951066,26.4551233,-81.958439,3,,
"POINT (-81.9589361 26.4546672)",1360,5702951069,26.4546672,-81.9589361,1,,
"POINT (-81.9586005 26.4552256)",1361,5702951071,26.4552256,-81.9586005,3,,
"POINT (-81.9642143 26.4596203)",1362,5706105717,26.4596203,-81.9642143,1,,
"POINT (-81.9637988 26.4599501)",1363,5706105719,26.4599501,-81.9637988,3,,
"POINT (-81.9641224 26.4596112)",1364,5706106322,26.4596112,-81.9641224,1,,
"POINT (-81.9635897 26.4594156)",1365,5706106324,26.4594156,-81.9635897,3,,
"POINT (-81.963991 26.4590765)",1366,5706106325,26.4590765,-81.963991,1,,
"POINT (-81.9634112 26.4595663)",1367,5706106327,26.4595663,-81.9634112,3,,
"POINT (-81.9634798 26.4586817)",1368,5706106329,26.4586817,-81.9634798,1,,
"POINT (-81.9635399 26.4587413)",1369,5706106331,26.4587413,-81.9635399,3,,
"POINT (-81.9630078 26.45917)",1370,5706106332,26.45917,-81.9630078,3,,
"POINT (-81.9633745 26.4588746)",1371,5706106334,26.4588746,-81.9633745,3,,
"POINT (-81.9635165 26.4590129)",1372,5706106335,26.4590129,-81.9635165,3,,
"POINT (-81.9631451 26.4593049)",1373,5706106336,26.4593049,-81.9631451,3,,
"POINT (-81.961961 26.4570244)",1374,5706106358,26.4570244,-81.961961,1,,
"POINT (-81.9621032 26.4574192)",1375,5706106361,26.4574192,-81.9621032,1,,
"POINT (-81.9619532 26.457274)",1376,5706106362,26.457274,-81.9619532,1,,
"POINT (-81.9616662 26.4574971)",1377,5706106363,26.4574971,-81.9616662,4,,
"POINT (-81.9614724 26.4576478)",1378,5706106365,26.4576478,-81.9614724,3,,
"POINT (-81.9623292 26.4575992)",1379,5706106366,26.4575992,-81.9623292,1,,
"POINT (-81.9618254 26.4579991)",1380,5706106368,26.4579991,-81.9618254,3,,
"POINT (-81.9624159 26.4583118)",1381,5706106394,26.4583118,-81.9624159,4,,
"POINT (-81.962236 26.4584076)",1382,5706106397,26.4584076,-81.962236,3,,
"POINT (-81.9622751 26.4584462)",1383,5706106400,26.4584462,-81.9622751,3,,
"POINT (-81.9629773 26.4580386)",1384,5706106404,26.4580386,-81.9629773,1,,
"POINT (-81.9623641 26.4585341)",1385,5706106406,26.4585341,-81.9623641,3,,
"POINT (-81.9625737 26.4586072)",1386,5706106407,26.4586072,-81.9625737,2,,
"POINT (-81.9624991 26.4586674)",1387,5706106409,26.4586674,-81.9624991,3,,
"POINT (-81.962442 26.4584712)",1388,5706106410,26.4584712,-81.962442,3,,
"POINT (-81.9633542 26.4582466)",1389,5706106536,26.4582466,-81.9633542,1,,
"POINT (-81.962646 26.4588126)",1390,5706106538,26.4588126,-81.962646,3,,
"POINT (-81.9393381 26.4490099)",1391,5706749087,26.4490099,-81.9393381,3,,
"POINT (-81.9394059 26.449032)",1392,5706749088,26.449032,-81.9394059,1,,
"POINT (-81.9391435 26.4489467)",1393,5706749089,26.4489467,-81.9391435,1,,
"POINT (-81.9382533 26.4489688)",1394,5706749090,26.4489688,-81.9382533,3,,
"POINT (-81.9382123 26.448803)",1395,5706749091,26.448803,-81.9382123,3,,
"POINT (-81.9517081 26.4518653)",1396,5711384888,26.4518653,-81.9517081,3,,
"POINT (-81.9519725 26.451345)",1397,5711385177,26.451345,-81.9519725,1,,
"POINT (-81.9517986 26.4517658)",1398,5711385178,26.4517658,-81.9517986,3,,
"POINT (-81.9518433 26.4516576)",1399,5711385179,26.4516576,-81.9518433,3,,
"POINT (-81.9511671 26.4514311)",1400,5711385180,26.4514311,-81.9511671,3,,
"POINT (-81.9515448 26.4513844)",1401,5711385181,26.4513844,-81.9515448,1,,
"POINT (-81.9511175 26.4515459)",1402,5711385183,26.4515459,-81.9511175,3,,
"POINT (-81.9517453 26.4514516)",1403,5711385184,26.4514516,-81.9517453,1,,
"POINT (-81.9519038 26.4515111)",1404,5711385185,26.4515111,-81.9519038,3,,
"POINT (-81.9513741 26.4516288)",1405,5711385435,26.4516288,-81.9513741,3,,
"POINT (-81.9512124 26.4520247)",1406,5711385436,26.4520247,-81.9512124,3,,
"POINT (-81.9514386 26.4518322)",1407,5711385437,26.4518322,-81.9514386,1,,
"POINT (-81.9513088 26.4517887)",1408,5711385438,26.4517887,-81.9513088,3,,
"POINT (-81.9510355 26.4515195)",1409,5711385441,26.4515195,-81.9510355,3,,
"POINT (-81.9513208 26.4517592)",1410,5711385442,26.4517592,-81.9513208,3,,
"POINT (-81.9509791 26.451653)",1411,5711385443,26.451653,-81.9509791,3,,
"POINT (-81.9506154 26.4517068)",1412,5711385444,26.4517068,-81.9506154,1,,
"POINT (-81.950733 26.4514218)",1413,5711385445,26.4514218,-81.950733,3,,
"POINT (-81.9508815 26.4514697)",1414,5711385447,26.4514697,-81.9508815,3,,
"POINT (-81.9505872 26.4520975)",1415,5711385449,26.4520975,-81.9505872,1,,
"POINT (-81.9504724 26.4513376)",1416,5711385724,26.4513376,-81.9504724,3,,
"POINT (-81.9555687 26.4545232)",1417,5718333001,26.4545232,-81.9555687,3,,
"POINT (-81.9557688 26.4549684)",1418,5718333004,26.4549684,-81.9557688,1,,
"POINT (-81.9542766 26.4527041)",1419,5718333005,26.4527041,-81.9542766,1,,
"POINT (-81.9542698 26.4525582)",1420,5718333006,26.4525582,-81.9542698,3,,
"POINT (-81.9548154 26.4538417)",1421,5718333831,26.4538417,-81.9548154,1,,
"POINT (-81.9547121 26.4536308)",1422,5718333833,26.4536308,-81.9547121,3,,
"POINT (-81.95369 26.4563337)",1423,5718333850,26.4563337,-81.95369,1,,
"POINT (-81.9537511 26.4561937)",1424,5718333851,26.4561937,-81.9537511,3,,
"POINT (-81.9538906 26.4560817)",1425,5718333852,26.4560817,-81.9538906,3,,
"POINT (-81.9536306 26.4561409)",1426,5718333853,26.4561409,-81.9536306,1,,
"POINT (-81.9538258 26.4553904)",1427,5718333875,26.4553904,-81.9538258,3,,
"POINT (-81.953832 26.4558828)",1428,5718333878,26.4558828,-81.953832,3,,
"POINT (-81.953398 26.4525725)",1429,5718334121,26.4525725,-81.953398,1,,
"POINT (-81.953424 26.4522906)",1430,5718334122,26.4522906,-81.953424,3,,
"POINT (-81.9480385 26.4497965)",1431,5718334230,26.4497965,-81.9480385,1,,
"POINT (-81.9480386 26.4505382)",1432,5718334231,26.4505382,-81.9480386,3,,
"POINT (-81.9484915 26.4503472)",1433,5718334232,26.4503472,-81.9484915,3,,
"POINT (-81.9480385 26.4501975)",1434,5718334233,26.4501975,-81.9480385,3,,
"POINT (-81.9484942 26.4505228)",1435,5718334234,26.4505228,-81.9484942,3,,
"POINT (-81.9480386 26.4503786)",1436,5718334235,26.4503786,-81.9480386,3,,
"POINT (-81.9480386 26.4502989)",1437,5718334236,26.4502989,-81.9480386,3,,
"POINT (-81.9476785 26.450295)",1438,5718334237,26.450295,-81.9476785,2,,
"POINT (-81.9476039 26.4503822)",1439,5718334238,26.4503822,-81.9476039,3,,
"POINT (-81.9458471 26.4489497)",1440,5718334374,26.4489497,-81.9458471,1,,
"POINT (-81.9458401 26.4497559)",1441,5718334376,26.4497559,-81.9458401,3,,
"POINT (-81.9464328 26.4492884)",1442,5718334399,26.4492884,-81.9464328,1,,
"POINT (-81.9460981 26.4492847)",1443,5718334400,26.4492847,-81.9460981,3,,
"POINT (-81.9403241 26.4488972)",1444,5720560890,26.4488972,-81.9403241,3,,
"POINT (-81.9401476 26.4488359)",1445,5720560893,26.4488359,-81.9401476,3,,
"POINT (-81.9488979 26.4508312)",1446,5720786974,26.4508312,-81.9488979,3,,
"POINT (-81.9489236 26.4521651)",1447,5720786975,26.4521651,-81.9489236,3,,
"POINT (-81.9494978 26.451023)",1448,5720786977,26.451023,-81.9494978,3,,
"POINT (-81.9495181 26.4527968)",1449,5720786978,26.4527968,-81.9495181,3,,
"POINT (-81.9496568 26.4527953)",1450,5720786980,26.4527953,-81.9496568,3,,
"POINT (-81.9494997 26.4511899)",1451,5720786982,26.4511899,-81.9494997,3,,
"POINT (-81.9489011 26.451001)",1452,5720786983,26.451001,-81.9489011,3,,
"POINT (-81.9496469 26.4522089)",1453,5720786984,26.4522089,-81.9496469,3,,
"POINT (-81.9495114 26.4522077)",1454,5720786985,26.4522077,-81.9495114,4,,
"POINT (-81.9546291 26.4544638)",1455,5720788145,26.4544638,-81.9546291,3,,
"POINT (-81.9548717 26.4540108)",1456,5720788146,26.4540108,-81.9548717,1,,
"POINT (-81.9550472 26.4557111)",1457,5720788151,26.4557111,-81.9550472,1,,
"POINT (-81.9549676 26.4558603)",1458,5720788154,26.4558603,-81.9549676,1,,
"POINT (-81.9556621 26.4560045)",1459,5720788156,26.4560045,-81.9556621,1,,
"POINT (-81.9553117 26.456644)",1460,5720788159,26.456644,-81.9553117,3,,
"POINT (-81.9545923 26.4563261)",1461,5720788160,26.4563261,-81.9545923,3,,
"POINT (-81.9550929 26.4559163)",1462,5720788161,26.4559163,-81.9550929,3,,
"POINT (-81.954822 26.4564276)",1463,5720788162,26.4564276,-81.954822,3,,
"POINT (-81.9569221 26.4572796)",1464,5720788163,26.4572796,-81.9569221,1,,
"POINT (-81.9554309 26.4564265)",1465,5720788165,26.4564265,-81.9554309,3,,
"POINT (-81.9565502 26.4569141)",1466,5720788166,26.4569141,-81.9565502,3,,
"POINT (-81.9558722 26.4566187)",1467,5720788167,26.4566187,-81.9558722,3,,
"POINT (-81.9556661 26.4569897)",1468,5720788168,26.4569897,-81.9556661,3,,
"POINT (-81.9551929 26.4560934)",1469,5720788169,26.4560934,-81.9551929,1,,
"POINT (-81.9549867 26.4565004)",1470,5720788170,26.4565004,-81.9549867,3,,
"POINT (-81.9553636 26.456162)",1471,5720788171,26.456162,-81.9553636,1,,
"POINT (-81.9551438 26.4565698)",1472,5720788172,26.4565698,-81.9551438,3,,
"POINT (-81.9496315 26.4514289)",1473,5721396194,26.4514289,-81.9496315,3,,
"POINT (-81.9503234 26.4519498)",1474,5721396195,26.4519498,-81.9503234,1,,
"POINT (-81.9496398 26.4517912)",1475,5721396197,26.4517912,-81.9496398,3,,
"POINT (-81.9497955 26.451814)",1476,5721396198,26.451814,-81.9497955,3,,
"POINT (-81.9496342 26.4515141)",1477,5721396202,26.4515141,-81.9496342,3,,
"POINT (-81.9482302 26.450608)",1478,5723054253,26.450608,-81.9482302,3,,
"POINT (-81.9485014 26.450991)",1479,5723054254,26.450991,-81.9485014,3,,
"POINT (-81.9473105 26.4509963)",1480,5723054281,26.4509963,-81.9473105,3,,
"POINT (-81.9473216 26.450282)",1481,5723054282,26.450282,-81.9473216,3,,
"POINT (-81.9468937 26.4503213)",1482,5723054283,26.4503213,-81.9468937,1,,
"POINT (-81.9473187 26.45047)",1483,5723054284,26.45047,-81.9473187,3,,
"POINT (-81.946785 26.4504306)",1484,5723054291,26.4504306,-81.946785,3,,
"POINT (-81.9464732 26.4499807)",1485,5723054293,26.4499807,-81.9464732,3,,
"POINT (-81.9386802 26.447823)",1486,5723414855,26.447823,-81.9386802,3,,
"POINT (-81.9397971 26.448016)",1487,5723414861,26.448016,-81.9397971,3,,
"POINT (-81.9441776 26.4494319)",1488,5723831225,26.4494319,-81.9441776,3,,
"POINT (-81.9441764 26.4497031)",1489,5723831226,26.4497031,-81.9441764,3,,
"POINT (-81.9426358 26.4486181)",1490,5723831239,26.4486181,-81.9426358,3,,
"POINT (-81.9421685 26.4497321)",1491,5723831244,26.4497321,-81.9421685,4,,
"POINT (-81.942169 26.4496325)",1492,5723831253,26.4496325,-81.942169,3,,
"POINT (-81.942171 26.4492671)",1493,5723831258,26.4492671,-81.942171,3,,
"POINT (-81.9432203 26.4498686)",1494,5723831268,26.4498686,-81.9432203,3,,
"POINT (-81.9433666 26.4491455)",1495,5723831270,26.4491455,-81.9433666,3,,
"POINT (-81.9421719 26.4490772)",1496,5723831291,26.4490772,-81.9421719,3,,
"POINT (-81.9414698 26.4490733)",1497,5723831292,26.4490733,-81.9414698,3,,
"POINT (-81.9417897 26.4490751)",1498,5723831293,26.4490751,-81.9417897,3,,
"POINT (-81.9418024 26.4483209)",1499,5723831294,26.4483209,-81.9418024,3,,
"POINT (-81.941993 26.4483892)",1500,5723831295,26.4483892,-81.941993,3,,
"POINT (-81.941992 26.4490762)",1501,5723831296,26.4490762,-81.941992,3,,
"POINT (-81.9419928 26.4485288)",1502,5723831297,26.4485288,-81.9419928,3,,
"POINT (-81.9418001 26.4484596)",1503,5723831298,26.4484596,-81.9418001,3,,
"POINT (-81.9417946 26.4487851)",1504,5723831299,26.4487851,-81.9417946,3,,
"POINT (-81.9414693 26.4487802)",1505,5723831300,26.4487802,-81.9414693,3,,
"POINT (-81.9412753 26.4481329)",1506,5723831313,26.4481329,-81.9412753,3,,
"POINT (-81.941469 26.4486018)",1507,5723831315,26.4486018,-81.941469,3,,
"POINT (-81.9423803 26.4476912)",1508,5725934655,26.4476912,-81.9423803,1,,
"POINT (-81.9423782 26.4485267)",1509,5725934656,26.4485267,-81.9423782,3,,
"POINT (-81.9429283 26.4478504)",1510,5725934717,26.4478504,-81.9429283,1,,
"POINT (-81.9429218 26.4481549)",1511,5725934718,26.4481549,-81.9429218,3,,
"POINT (-81.9425579 26.4483257)",1512,5725934719,26.4483257,-81.9425579,1,,
"POINT (-81.942379 26.4482407)",1513,5725934720,26.4482407,-81.942379,3,,
"POINT (-81.9426618 26.4481174)",1514,5725934721,26.4481174,-81.9426618,1,,
"POINT (-81.9423795 26.4480077)",1515,5725934722,26.4480077,-81.9423795,3,,
"POINT (-81.9426207 26.4478991)",1516,5725934723,26.4478991,-81.9426207,1,,
"POINT (-81.9423801 26.4478055)",1517,5725934724,26.4478055,-81.9423801,3,,
"POINT (-81.9420646 26.4484149)",1518,5725934732,26.4484149,-81.9420646,3,,
"POINT (-81.9420622 26.4476272)",1519,5725934733,26.4476272,-81.9420622,1,,
"POINT (-81.9423786 26.4483842)",1520,5725934734,26.4483842,-81.9423786,3,,
"POINT (-81.9418844 26.447892)",1521,5725934756,26.447892,-81.9418844,1,,
"POINT (-81.9418783 26.4483481)",1522,5725934757,26.4483481,-81.9418783,3,,
"POINT (-81.9414881 26.4478164)",1523,5725934760,26.4478164,-81.9414881,3,,
"POINT (-81.9416705 26.4482736)",1524,5725934761,26.4482736,-81.9416705,3,,
"POINT (-81.9412068 26.4473188)",1525,5725934807,26.4473188,-81.9412068,1,,
"POINT (-81.9414952 26.4474475)",1526,5725934809,26.4474475,-81.9414952,3,,
"POINT (-81.9413137 26.4473586)",1527,5725934811,26.4473586,-81.9413137,3,,
"POINT (-81.9369257 26.4460867)",1528,5726052993,26.4460867,-81.9369257,1,,
"POINT (-81.9354436 26.4470717)",1529,5726053015,26.4470717,-81.9354436,3,,
"POINT (-81.9414835 26.448071)",1530,5726231041,26.448071,-81.9414835,3,,
"POINT (-81.9411085 26.4480739)",1531,5726231043,26.4480739,-81.9411085,3,,
"POINT (-81.9408974 26.4479993)",1532,5736531739,26.4479993,-81.9408974,3,,
"POINT (-81.9410274 26.4476929)",1533,5736531742,26.4476929,-81.9410274,3,,
"POINT (-81.9410966 26.4474411)",1534,5736531787,26.4474411,-81.9410966,1,,
"POINT (-81.9404752 26.4478501)",1535,5736531789,26.4478501,-81.9404752,3,,
"POINT (-81.9405212 26.447749)",1536,5736531790,26.447749,-81.9405212,3,,
"POINT (-81.9407918 26.447962)",1537,5736531792,26.447962,-81.9407918,3,,
"POINT (-81.9400461 26.4472474)",1538,5736734525,26.4472474,-81.9400461,1,,
"POINT (-81.939661 26.4471072)",1539,5736734526,26.4471072,-81.939661,3,,
"POINT (-81.9397301 26.4469983)",1540,5736734597,26.4469983,-81.9397301,3,,
"POINT (-81.9389785 26.4467315)",1541,5736734599,26.4467315,-81.9389785,3,,
"POINT (-81.9395553 26.4469095)",1542,5736734601,26.4469095,-81.9395553,3,,
"POINT (-81.9391666 26.4467804)",1543,5736734603,26.4467804,-81.9391666,3,,
"POINT (-81.9388144 26.4466983)",1544,5736939798,26.4466983,-81.9388144,1,,
"POINT (-81.9389419 26.4470395)",1545,5736939799,26.4470395,-81.9389419,3,,
"POINT (-81.9386021 26.446418)",1546,5736939803,26.446418,-81.9386021,1,,
"POINT (-81.9375596 26.4460498)",1547,5736939822,26.4460498,-81.9375596,3,,
"POINT (-81.9377048 26.4461411)",1548,5736939831,26.4461411,-81.9377048,3,,
"POINT (-81.9376508 26.4456439)",1549,5736939915,26.4456439,-81.9376508,1,,
"POINT (-81.9374881 26.4460088)",1550,5736939916,26.4460088,-81.9374881,3,,
"POINT (-81.9349662 26.4453024)",1551,5737200754,26.4453024,-81.9349662,1,,
"POINT (-81.9352317 26.4448635)",1552,5737200755,26.4448635,-81.9352317,3,,
"POINT (-81.9342913 26.4453585)",1553,5737200776,26.4453585,-81.9342913,1,,
"POINT (-81.9341654 26.4452297)",1554,5737200777,26.4452297,-81.9341654,3,,
"POINT (-81.9344905 26.4456412)",1555,5737200778,26.4456412,-81.9344905,1,,
"POINT (-81.9337247 26.4456045)",1556,5737200782,26.4456045,-81.9337247,3,,
"POINT (-81.9301569 26.4423774)",1557,5737200848,26.4423774,-81.9301569,1,,
"POINT (-81.9299403 26.4433192)",1558,5737200853,26.4433192,-81.9299403,3,,
"POINT (-81.9300294 26.4434098)",1559,5737200855,26.4434098,-81.9300294,3,,
"POINT (-81.9299008 26.443279)",1560,5737200858,26.443279,-81.9299008,3,,
"POINT (-81.9306618 26.4429114)",1561,5737200859,26.4429114,-81.9306618,3,,
"POINT (-81.930563 26.4428119)",1562,5737200860,26.4428119,-81.930563,3,,
"POINT (-81.9284381 26.4418101)",1563,5741904809,26.4418101,-81.9284381,3,,
"POINT (-81.9284612 26.4411649)",1564,5741904810,26.4411649,-81.9284612,3,,
"POINT (-81.9285858 26.4416879)",1565,5741904811,26.4416879,-81.9285858,3,,
"POINT (-81.9282829 26.4413937)",1566,5741904812,26.4413937,-81.9282829,3,,
"POINT (-81.9281076 26.4420837)",1567,5741904813,26.4420837,-81.9281076,3,,
"POINT (-81.927516 26.4420253)",1568,5741904815,26.4420253,-81.927516,1,,
"POINT (-81.927665 26.4421485)",1569,5741904816,26.4421485,-81.927665,1,,
"POINT (-81.9279581 26.4419264)",1570,5741904817,26.4419264,-81.9279581,3,,
"POINT (-81.9279182 26.4418845)",1571,5741904818,26.4418845,-81.9279182,3,,
"POINT (-81.9283117 26.4416882)",1572,5741904921,26.4416882,-81.9283117,3,,
"POINT (-81.9386264 26.4479272)",1573,5742089175,26.4479272,-81.9386264,3,,
"POINT (-81.9382739 26.4477906)",1574,5742089177,26.4477906,-81.9382739,3,,
"POINT (-81.9385375 26.4471016)",1575,5742089180,26.4471016,-81.9385375,3,,
"POINT (-81.938863 26.4474688)",1576,5742089181,26.4474688,-81.938863,3,,
"POINT (-81.9384558 26.4472909)",1577,5742089182,26.4472909,-81.9384558,3,,
"POINT (-81.9384081 26.447507)",1578,5742089183,26.447507,-81.9384081,3,,
"POINT (-81.9378525 26.4473635)",1579,5742089184,26.4473635,-81.9378525,3,,
"POINT (-81.9382959 26.446866)",1580,5742089187,26.446866,-81.9382959,3,,
"POINT (-81.9378557 26.4469639)",1581,5742089188,26.4469639,-81.9378557,3,,
"POINT (-81.9382114 26.447048)",1582,5742089189,26.447048,-81.9382114,1,,
"POINT (-81.9381906 26.4469348)",1583,5742089190,26.4469348,-81.9381906,3,,
"POINT (-81.937979 26.4467607)",1584,5742089191,26.4467607,-81.937979,1,,
"POINT (-81.9380921 26.446968)",1585,5742089192,26.446968,-81.9380921,4,,
"POINT (-81.9378858 26.4466836)",1586,5742089201,26.4466836,-81.9378858,3,,
"POINT (-81.9378232 26.4464602)",1587,5742089204,26.4464602,-81.9378232,1,,
"POINT (-81.9348255 26.444396)",1588,5744360271,26.444396,-81.9348255,1,,
"POINT (-81.9347102 26.4445985)",1589,5744360272,26.4445985,-81.9347102,3,,
"POINT (-81.9347213 26.4443437)",1590,5744360273,26.4443437,-81.9347213,1,,
"POINT (-81.9346032 26.4445441)",1591,5744360274,26.4445441,-81.9346032,3,,
"POINT (-81.9347907 26.4444572)",1592,5744360275,26.4444572,-81.9347907,3,,
"POINT (-81.9346864 26.444403)",1593,5744360276,26.444403,-81.9346864,3,,
"POINT (-81.9207585 26.4375154)",1594,5749721191,26.4375154,-81.9207585,2,,
"POINT (-81.9207705 26.4376842)",1595,5749721192,26.4376842,-81.9207705,2,,
"POINT (-81.920351 26.4376798)",1596,5749721199,26.4376798,-81.920351,1,,
"POINT (-81.9207805 26.4378257)",1597,5749721200,26.4378257,-81.9207805,3,,
"POINT (-81.9202684 26.4378754)",1598,5749721201,26.4378754,-81.9202684,1,,
"POINT (-81.9207958 26.4380421)",1599,5749721202,26.4380421,-81.9207958,3,,
"POINT (-81.9203745 26.4379089)",1600,5749721204,26.4379089,-81.9203745,3,,
"POINT (-81.9206843 26.4386382)",1601,5749721205,26.4386382,-81.9206843,3,,
"POINT (-81.9202913 26.4381196)",1602,5749721206,26.4381196,-81.9202913,3,,
"POINT (-81.921232 26.4387263)",1603,5749721207,26.4387263,-81.921232,1,,
"POINT (-81.920713 26.4385598)",1604,5749721208,26.4385598,-81.920713,3,,
"POINT (-81.9206471 26.4387466)",1605,5749721210,26.4387466,-81.9206471,3,,
"POINT (-81.9213029 26.4395654)",1606,5749721213,26.4395654,-81.9213029,1,,
"POINT (-81.9213014 26.4393864)",1607,5749721214,26.4393864,-81.9213014,1,,
"POINT (-81.9209959 26.4393969)",1608,5749721215,26.4393969,-81.9209959,3,,
"POINT (-81.9211182 26.4391091)",1609,5749721216,26.4391091,-81.9211182,3,,
"POINT (-81.9206049 26.4389354)",1610,5749721217,26.4389354,-81.9206049,3,,
"POINT (-81.9216677 26.437124)",1611,5750060793,26.437124,-81.9216677,1,,
"POINT (-81.9212521 26.4368297)",1612,5750060794,26.4368297,-81.9212521,1,,
"POINT (-81.9214956 26.4370022)",1613,5750060795,26.4370022,-81.9214956,3,,
"POINT (-81.9204591 26.4353837)",1614,5750312022,26.4353837,-81.9204591,1,,
"POINT (-81.9208094 26.4359485)",1615,5750312025,26.4359485,-81.9208094,3,,
"POINT (-81.9206899 26.4360758)",1616,5750312029,26.4360758,-81.9206899,3,,
"POINT (-81.9197471 26.4350967)",1617,5750312038,26.4350967,-81.9197471,1,,
"POINT (-81.9195617 26.4349597)",1618,5750312040,26.4349597,-81.9195617,1,,
"POINT (-81.9178354 26.4337846)",1619,5750312070,26.4337846,-81.9178354,1,,
"POINT (-81.9194093 26.4348381)",1620,5750312082,26.4348381,-81.9194093,1,,
"POINT (-81.9192441 26.4347205)",1621,5750312084,26.4347205,-81.9192441,1,,
"POINT (-81.9188539 26.4345246)",1622,5750312125,26.4345246,-81.9188539,1,,
"POINT (-81.918438 26.4342263)",1623,5750312127,26.4342263,-81.918438,1,,
"POINT (-81.9183278 26.4343551)",1624,5750312129,26.4343551,-81.9183278,3,,
"POINT (-81.9187342 26.4346576)",1625,5750312130,26.4346576,-81.9187342,3,,
"POINT (-81.9187075 26.4343917)",1626,5750312131,26.4343917,-81.9187075,1,,
"POINT (-81.9185773 26.4345409)",1627,5750312132,26.4345409,-81.9185773,3,,
"POINT (-81.9185829 26.4343009)",1628,5750312133,26.4343009,-81.9185829,1,,
"POINT (-81.9184544 26.4344494)",1629,5750312134,26.4344494,-81.9184544,3,,
"POINT (-81.9197939 26.4353224)",1630,5750312172,26.4353224,-81.9197939,3,,
"POINT (-81.9199966 26.4352776)",1631,5750312187,26.4352776,-81.9199966,1,,
"POINT (-81.9198938 26.4352904)",1632,5750312190,26.4352904,-81.9198938,3,,
"POINT (-81.9198908 26.4351991)",1633,5750312191,26.4351991,-81.9198908,1,,
"POINT (-81.9198619 26.4352407)",1634,5750312192,26.4352407,-81.9198619,3,,
